,name,latitude,longitude,is_similar
1191,GafAWcqVjjplgSL,12.98880106,77.64926212,1
1192,ZmRBuAXBpYunqOG,12.95572828,77.48962175,0
1193,dneOgmXoMmEQxKM,12.85655167,77.74282634,0
1194,XqgnzIEOeYGXKRP,12.94654495,77.56624821,0
1195,JWHaYtEASiqlyIq,12.87636767,77.65121537,0
1196,AExZxrhKXnQnZKc,12.96445979,77.50466572,0
1197,wOJMIwLaUYvaQQqp,13.08080737,77.59986131,1
1198,wOJMIwLaUYvaQQq,13.08084243,77.5991517,1
1199,TKPUrScBxcxduzn,13.04627118,77.51107388,0
1200,bDjLGUIHPxrVvsf,12.86237888,77.64272737,0
1201,jZexcTgOpijudUD,12.88381213,77.46156093,0
1202,qjBuXYzYVRywuGP,12.92284019,77.7100374,0
1203,cTsxGpTpzSDHesQ,13.01737455,77.6146194,0
1204,zPzteoQjRjtaQlq,12.87994589,77.6539744,0
1205,HcgEIwwxQvUGZva,12.96597906,77.61429372,0
1206,MXsoMLRlegeewe,12.90912525,77.64608513,1
1207,MXnsoMLRlegeewe,12.9100984,77.64612949,1
1208,nFoksQuGPHZvdxX,13.07822112,77.54243458,0
1209,tUDnwztTtXPqGrh,13.08405423,77.67171303,0
1210,ycyjdwDUGPrsEBz,12.96566996,77.70251953,0
1211,ypnwHxroILiAPco,12.88632166,77.45364446,0
1212,iShbfpbjiYLcYae,12.88120716,77.47269334,0
1213,cOpwumIMGRwqmHG,13.04510314,77.69382866,0
1214,AgaeiOFdIMPztdH,12.99620033,77.63136012,0
1215,dhAuMBloDWSawYo,12.98401169,77.58672245,0
1216,EnPYmWPdsRmINNP,12.86332928,77.4925259,0
1217,fqxEXyfmluNitgA,12.9995849,77.70054281,0
1218,QsQOOafZcHxOuGV,13.05967963,77.59918957,0
1219,UEoORMtXuRsupyU,12.99057153,77.48525387,0
1220,nmUPFWDdsYjldVx,13.04547289,77.58421423,0
1221,OFwJIEVwsYekdNg,13.08250055,77.70901082,0
1222,SfIlanuLpupWfNg,12.86016982,77.53253698,0
1223,UbcyChqIpzYwwfe,13.05427094,77.5972489,0
1224,ASqOhkMPLitAfiNZ,12.93023349,77.56459697,1
1225,ASqOhkMPLitAfiN,12.93094101,77.56540653,1
1226,ZKhVCAoBUtjfXMZ,12.89771345,77.47551183,0
1227,fPNbNJqCoKwUJPG,12.90423911,77.47542964,0
1228,ELFMjDZKiKDkPb,12.91091577,77.52711724,1
1229,ELFMjDZKiiKDkPb,12.9108404,77.52786972,1
1230,aqNNlWoCodCLuYdW,12.90516056,77.71401084,1
1231,aqNNlWoCodCLuYd,12.90614332,77.71410431,1
1232,NUOUxsdxnKckZNK,13.07701057,77.64683514,0
1233,gwlzhLuSUdHUApc,12.86299756,77.72908302,0
1234,xjYMjBoVaxBsjRG,12.9625274,77.55101549,0
1235,NXPBirHfeoCEDxk,13.00437447,77.59086741,0
1236,qwHStrMNKlQHpYC,13.05051824,77.52870408,0
1237,dwwTYKTahBmKfCo,12.95267893,77.61122068,0
1238,YvBufbbHmPamKgn,13.02239644,77.44946306,0
1239,fbnLnTcXReshLIf,12.92243705,77.64644308,0
1240,KmREioufhSbhARF,12.85533738,77.66548026,0
1241,IfveIjwrvoMpcVJ,12.86342906,77.4784783,0
1242,JmwTUNKLAlhwgSW,12.93400255,77.6990974,0
1243,FHymYihWnHrKEln,13.06358796,77.53847769,0
1244,xsEHjyAMSLanbYgQ,13.08995806,77.5111413,1
1245,xsEHjyAMSLanbYg,13.08942455,77.51183356,1
1246,LEMMgebFNIaWFjb,12.95036676,77.571414,0
1247,TxcZlnbxxmqHCAO,13.02942165,77.63037832,0
1248,iHBlwoLYfJsgDLZT,12.85417875,77.7044991,1
1249,iHBlwoLYfJsgDLZ,12.85414958,77.70362796,1
1250,ffKKHOAqtWoeSas,13.03617227,77.45230669,0
1251,iqHWzbFUVbqwhG,12.99676882,77.70696259,1
1252,iqHWzbFUVbqwUhG,12.99643392,77.70747113,1
1253,cerUIhDWMuarFvh,12.92709392,77.52944314,0
1254,EcDtskYbPKQGwSS,12.85345818,77.63487022,0
1255,fsdXGxHnHLzUnN,12.93654673,77.69050415,1
1256,fsdXGxHnHLzUgnN,12.93729217,77.69067535,1
1257,NOupxuVdEYOlBYr,12.976225,77.59240715,0
1258,BnwZshlHdZAVOhm,13.0201177,77.7011571,0
1259,bDlQrBBlvBsRsF,13.03800986,77.44858647,1
1260,bDlQrBBlvBsnRsF,13.03785063,77.44815597,1
1261,OcZnAwYDMvcwqrg,13.01147771,77.45596858,0
1262,uUhVQIerPWFWCDa,12.95467356,77.59838804,0
1263,OrauQVCaMeaXaFu,12.99022292,77.5086631,0
1264,IwNOFBTdewRlFKQ,12.92251584,77.6528269,0
1265,QmFrnmsOeVrjUG,13.02727277,77.47216409,1
1266,QmFrnmsOeVrjhUG,13.02694877,77.47121446,1
1267,NlfaFzCEuwqtNxc,12.86822519,77.70579246,0
1268,YSleSlFveyqLteK,13.02420672,77.61392037,0
1269,kPgZYkYYEtLxJGw,12.88413276,77.50501983,0
1270,LZvLsWyjhUQDTWf,12.92540881,77.61108369,0
1271,lTJSohlBZgTLTip,13.09535453,77.55682483,0
1272,WysAaTOvwKNpXQV,12.9342485,77.5141147,0
1273,dtlHxjIDZmWohg,12.98057275,77.69387753,1
1274,dtlHxjIDZmWVohg,12.98005291,77.69435645,1
1275,vIbUEYCNwDSXBAV,12.97521786,77.60457045,0
1276,qfXFAMKwzalfElv,12.85655069,77.55894842,0
1277,xvFncfBRVbnkNeo,12.86227195,77.49458437,0
1278,JmkUYtkehOIZKfJ,12.88353605,77.54575571,0
1279,BQaClRPIzWYDtRH,12.9061831,77.54243175,0
1280,DANxTTervUHetjO,13.09629079,77.61798531,0
1281,YGNZRcvhoeheLLL,13.01820694,77.46707362,0
1282,CcLuxvRxLXozqss,13.03892662,77.56892834,0
1283,ArLDEMFbJmrTjm,12.96846449,77.48094713,1
1284,ArLDEMFbJmHrTjm,12.96911888,77.48182245,1
1285,dlavnQGrbTgZiOd,12.94928073,77.63372874,0
1286,ImmgnHZrZBUFQYA,12.91478751,77.60658603,0
1287,RPcEVwnwADYJChe,12.8670254,77.72320006,0
1288,YzIiRtbmwpkHgLh,12.85993149,77.50144739,0
1289,lpaZryPPqOdruHw,12.90705958,77.73744587,0
1290,obbZBObJJvNyfh,12.97500502,77.4539853,1
1291,obbZBjObJJvNyfh,12.97536098,77.45495111,1
1292,CohmRHmjBedgvKH,12.97593561,77.64011886,0
1293,JFegCSRRKulHzJz,13.04776898,77.62167207,0
1294,ebNBRJEhQPKIAXe,12.98494573,77.69767843,0
1295,UknOBoSKPfoHvFqW,12.85259873,77.72102113,1
1296,UknOBoSKPfoHvFq,12.85262004,77.72182778,1
1297,wLOHSUaYbvJjTO,13.09426568,77.74184135,1
1298,wLOHSUaYbvRJjTO,13.09426173,77.74248819,1
1299,ZLjXVZSgnZNdQcA,13.01340054,77.71451036,0
1300,moJSTSGlxPBnxcQ,13.08315736,77.46248282,0
1301,juYnUwSLfBBirud,12.9628489,77.55670293,0
1302,YKepisVUNrEDUXd,13.01249094,77.60515366,0
1303,CslPOJWyhUbIodw,13.00043841,77.53360126,0
1304,MKBxmwiWDxUDguE,12.86364686,77.53285169,0
1305,YIGsqVnCBHOfaqg,13.05305156,77.46272027,0
1306,nDypwDLoKfdFQXs,12.85399835,77.5309141,0
1307,yqiCLLRwflBLVeB,13.04594802,77.69269223,0
1308,SEUxjsUZobCMCyd,12.89146969,77.52642376,0
1309,XAACkkuanRMwSih,12.97970903,77.73799963,0
1310,UgZnLfBiDPBVgUL,12.85699568,77.70412564,0
1311,GiCBRFQCerjLfOA,12.86191452,77.72794434,0
1312,ziDUDocpITgivoVX,12.86191333,77.55407438,1
1313,ziDUDocpITgivoV,12.86179841,77.55441762,1
1314,udAWPeonbWxRqbL,13.06930538,77.6013084,0
1315,gHgdweTaCxRSCKfv,12.87676144,77.7359242,1
1316,gHgdweTaCxRSCKf,12.87604747,77.73566203,1
1317,iGnHvKvSBWuzWK,12.99884139,77.54737327,1
1318,iGnHvKvSBWuzWKI,12.99834218,77.54833954,1
1319,batPEWlSDiRvIG,12.99771026,77.66949711,1
1320,batPWEWlSDiRvIG,12.99767771,77.66976871,1
1321,YKadHdLLKtNetb,12.92439817,77.54404776,1
1322,YKadHdLrLKtNetb,12.92418545,77.54416153,1
1323,YxTVsDtCeybUSjR,13.0748136,77.689848,0
1324,XCiPhZNkAZdKkHs,12.87514497,77.55784667,0
1325,lhJcytbnFvSMze,13.06136216,77.50956389,1
1326,lhJcytbnFvSMzGe,13.06233533,77.50938392,1
1327,XqkoesKWflHuEvh,12.88528366,77.52795221,0
1328,QNpJoCwcTVaPzJY,13.08964111,77.48521234,0
1329,rkCrtpwGJRCAEKH,12.8633393,77.59190204,0
1330,nuxSTiAkTWrzCGJ,12.96832258,77.51003113,0
1331,oOIwMMFriFmBcxa,13.04214625,77.69052174,0
1332,gpoyunMNcuzHteJ,12.96231962,77.67957977,0
1333,BwmBFTkEDpKgqnt,13.04549985,77.67133093,0
1334,ojidCvRgtCDBccK,12.96519214,77.4461531,0
1335,nOTGHnRgLIPwCCF,12.90588373,77.73696594,0
1336,aclOxtHlEgHrluM,13.04709397,77.65056423,0
1337,SSNArkBKlGuoIEs,13.01028483,77.52011264,0
1338,lRrMADNGyOPGsss,13.04227526,77.60246438,0
1339,zVMXEZuIxlnNCPS,12.85640155,77.66980264,0
1340,nqqTphctyiRdZOp,12.89915064,77.73112726,0
1341,nBLYWfmGYGotZPJ,12.98116994,77.57068619,0
1342,BgUWlkGuRFXrecj,12.93752033,77.48390634,0
1343,xmgkvJmejHWvhki,13.05668752,77.45811724,0
1344,EnbhzMSeujAyRnp,12.96900083,77.64791836,0
1345,dTFMsIeRtZYnFsZr,12.98577107,77.53006664,1
1346,dTFMsIeRtZYnFsZ,12.9857165,77.53075789,1
1347,imJnOtQGJwIhLul,13.00526448,77.55063354,0
1348,fDAqCVvndgAQSSa,13.08329344,77.66699381,0
1349,BJTJkloVdusxAIE,13.03021191,77.62198122,0
1350,efRPuPtVdNMzNDV,12.93170097,77.72100826,0
1351,DWdIKYFCYWmcdNk,13.05261872,77.69844312,0
1352,EIdwhCdpPhRQvGN,13.01583616,77.70275858,0
1353,DeqFGsqRTtZfGKks,12.98026254,77.61655517,1
1354,DeqFGsqRTtZfGKk,12.97987698,77.61714683,1
1355,UrJoOPhvhAPJQoX,13.03186611,77.67206675,0
1356,dgbyZIbvxDhIuPd,12.95748576,77.56441876,0
1357,WWffmRACpqejDB,12.88178249,77.72240223,1
1358,WgWffmRACpqejDB,12.88149867,77.7220706,1
1359,TpAUIvdWEgcgmmY,12.86321276,77.51279037,0
1360,aPvjjtSIaeCpeUca,12.99110206,77.58822458,1
1361,aPvjjtSIaeCpeUc,12.99078828,77.58789588,1
1362,CQOfoFymeLCGZnd,12.88828043,77.67875006,0
1363,XFxQiReplFHwMZU,13.03088203,77.65730191,0
1364,eDWtFdnPCswrGHL,12.9751883,77.66064407,0
1365,ITEsBPJKHKKlyJ,12.98662858,77.44774472,1
1366,ITEjsBPJKHKKlyJ,12.98616326,77.4479393,1
1367,yfvYHDNIVMAmzux,12.91520834,77.73045267,0
1368,mgHzvcYFAIpMcfe,13.04435454,77.55973256,0
1369,AQuzkymDHGlnILj,13.03518752,77.59351949,0
1370,TqHMxSjIvJnNrwCm,12.87041409,77.50391754,1
1371,TqHMxSjIvJnNrwC,12.87040367,77.50425168,1
1372,hPTeikmBjGLFXss,13.02713692,77.50679892,0
1373,sowtxoAvIXqSuQi,12.90370332,77.5451356,0
1374,riIocuAgmOwZOVc,12.89911301,77.49690471,0
1375,AksADJRiJgojcbn,13.03673553,77.64968592,0
1376,LAZCczVOrTFPZRZ,13.08650439,77.73302155,0
1377,xsJbQqwNdmmflZC,12.89889269,77.58360367,0
1378,dQONPSgcoZcfLZC,13.08712919,77.68719655,0
1379,WcDKfHvoHSJQgCd,12.88359932,77.68733685,0
1380,CPbwfEqWavYPEyVN,13.02098473,77.55110594,1
1381,CPbwfEqWavYPEyV,13.02081193,77.55150382,1
1382,BHiTkjjNIzQyuLs,12.90415641,77.47363018,0
1383,jslcvShKuQAOhcX,12.9136105,77.58826337,0
1384,tqKcAjbbpZpdUWI,13.08428932,77.4638597,0
1385,iJIaZfuuFuINPeg,12.97834315,77.48631911,0
1386,IMHlEeGaeWFdnEU,12.92532453,77.71772399,0
1387,mbixgZDIydaiHSE,13.09347643,77.6279162,0
1388,XRynhhszYKIAFfO,13.07326213,77.54733898,0
1389,iQhPnpwKeOPrSUF,13.05804175,77.69401354,0
1390,zldBIvmqdoKsdYD,13.08814355,77.7385922,0
1391,JlCHgwrvGRQEXQQ,13.0546199,77.45783656,0
1392,lxWIuBUyMMsAlTH,13.05734875,77.71145368,0
1393,fqNoNywQeKQGPub,12.88736915,77.57542804,0
1394,vnUOYBRdPzziMAd,12.93471006,77.71946409,0
1395,idXOqawoKYAUHMu,12.87406716,77.56334112,0
1396,jtXjZAktrwgYQGL,13.00917295,77.68516775,0
1397,qdfBuXFwkDUcFKY,13.08371643,77.71110426,0
1398,ygonFBHxYlXqxyc,12.85698971,77.50716406,0
1399,PmnfZFEdXZtucoC,12.8992977,77.54192867,0
1400,TDFDAYSQtfQNGln,12.87466352,77.67678531,0
1401,dqCUxJeYPoIzhSM,13.07067431,77.6451985,0
1402,COYAuZNIkHAvQVS,12.87388153,77.72224296,0
1403,tULCMNAxUWSzyac,13.05668982,77.72716487,0
1404,RIZepOMGrytMHKfT,13.0321939,77.69809207,1
1405,RIZepOMGrytMHKf,13.03199966,77.69713564,1
1406,ufHBmVWJhiSKPxp,12.89617934,77.73596058,0
1407,bMNOZJXRxnBfkgV,12.91755884,77.50213785,0
1408,uqXoKFTmhyJfLef,13.07680214,77.50030062,0
1409,wAYpOllljzulmxh,13.09327611,77.45245662,0
1410,YxOXgnEoNtMcehm,13.06596166,77.66887352,0
1411,DHlTcIzeFZcczXW,12.98911067,77.5378911,0
1412,HnnyjsTcyiLHAHr,13.04335843,77.4567136,0
1413,DUVxvqoCCAKINXM,12.98007893,77.68741584,0
1414,nSUpoDsnDFQCDoir,12.99370437,77.5891565,1
1415,nSUpoDsnDFQCDoi,12.9934873,77.58916875,1
1416,IHcuRbBqWJzqQOW,12.97625149,77.52402077,0
1417,yxGBmVQGfvwYTgT,12.90392218,77.46025509,0
1418,gfdUqOagIbaPyTz,13.07926862,77.67929604,0
1419,iyglTvNrPzpGSRL,13.0611343,77.69699778,0
1420,RTfEQejHIVTkjnC,12.90582067,77.48962347,0
1421,cqQtPjnohuSHjSW,13.03850998,77.56976269,0
1422,DJlqkBEkmxyyAFK,12.95255739,77.56650003,0
1423,OEzetCWBgjDKYPX,12.87373108,77.64909822,0
1424,VsPTygXeRAPgbb,13.0619965,77.54679064,1
1425,VsPTTygXeRAPgbb,13.0628343,77.54702407,1
1426,HMOOCCKXskzSsx,13.01392495,77.59723185,1
1427,HMOOCCtKXskzSsx,13.01357702,77.59796156,1
1428,XhwdoYsfhAMzWLD,12.96233309,77.55015367,0
1429,PlBpOaUZObQydmm,13.09554237,77.72954186,0
1430,RpFzjLjdbWGzKAc,12.89331413,77.53357869,0
1431,adarSApyGfAYyEC,12.99111768,77.62748156,0
1432,UbxuGMaEmGfSsqK,13.09574855,77.49963703,0
1433,EwGgcfzQWoDeXTW,12.97242901,77.69461978,0
1434,MMwERXoAOiUDKzr,12.97195924,77.7358375,0
1435,PsnNKTqSHFQLVaK,12.85709921,77.67135395,0
1436,DcQmDbGCLFhHzvz,13.04249907,77.68564189,0
1437,KaFRSlNeXGzGpDM,12.95978594,77.73461707,0
1438,sEMEEqdBjzdCOLNT,12.99496416,77.56356859,1
1439,sEMEEqdBjzdCOLN,12.9956556,77.56275734,1
1440,CcyTsLVsFmHgMCn,13.01883273,77.46968634,0
1441,zjTHOxKjFFGVvvl,13.00228868,77.63654824,0
1442,ASDaiKDqNwVLUys,13.08531193,77.68649038,0
1443,NENJmOmjEsQQoVN,12.94703438,77.71029495,0
1444,AtwxdjhUvlmfwS,12.97574798,77.64706223,1
1445,AtTwxdjhUvlmfwS,12.97552819,77.64735682,1
1446,LxdfxytuoQLIyhX,13.02341397,77.49726482,0
1447,VwhHlmYKDmnEXez,13.04186377,77.64387262,0
1448,YgNmwqqldaCxGrtm,12.96091002,77.66504753,1
1449,YgNmwqqldaCxGrt,12.96170742,77.66586285,1
1450,aRoHmazYDxBqtET,13.0156076,77.69044763,0
1451,AfcAhMJFwGuppAe,13.03283472,77.46684013,0
1452,fRZAsrpTWllmqAA,12.94625517,77.71049478,0
1453,IMBfdnafwEGzwyX,12.86076724,77.64525026,0
1454,PAhWZBVmSKYfAdm,13.06541125,77.57698532,0
1455,qKxgumYZJdGjufa,13.01938983,77.71967462,0
1456,SkgsHJvfgrSsGYg,12.97784713,77.54955971,0
1457,HTRJNIEMEaQARCt,13.01158498,77.52169426,0
1458,GDHqsKikJDPZwe,13.08218115,77.65866896,1
1459,GDHqsgKikJDPZwe,13.08164104,77.65849536,1
1460,IkFngllvyzxoLUA,12.95802708,77.74212651,0
1461,VoCxSpiYztZVzeu,12.94673856,77.45918265,0
1462,TPwdCRMnTGWFBBV,13.00141394,77.49880359,0
1463,CfGJPYoDMmdVVia,13.0175218,77.45319328,0
1464,RsTnUBWiOzIAMBpi,13.08883828,77.70603322,1
1465,RsTnUBWiOzIAMBp,13.08847205,77.70599867,1
1466,VHwhUuOfhPJuThm,12.92034566,77.45154443,0
1467,tXjexnSvaqneYbw,12.85686666,77.70310413,0
1468,MAgYtSLqWvrZIN,12.97195327,77.44874885,1
1469,MAgYtSLhqWvrZIN,12.97265981,77.44968223,1
1470,gHpLDcdfHAnfGUP,12.98526501,77.71935371,0
1471,SbYjRdMvzXdLiYW,12.94014984,77.6969395,0
1472,pMmwjdwaVRKmDUF,12.8978785,77.45728658,0
1473,mqPWbcJNvlZGclw,12.95121523,77.5588254,0
1474,XAiFecuFmGUiBl,13.09401299,77.6006784,1
1475,XAiFecuFmeGUiBl,13.09475545,77.60159483,1
1476,HaJbPuIsxPaQPyn,12.95916666,77.59751295,0
1477,rlExGplxXsuMyHX,13.00487705,77.57513982,0
1478,wJUxthsXwUtgXxL,12.97542752,77.6366222,0
1479,EuMcjgJrZKGlPht,12.96886524,77.61248169,0
1480,BNDYqsvdOALQbMa,13.0407223,77.44658645,0
1481,tUoZsAfnUYUYCFO,13.02942261,77.50598894,0
1482,gniStdymrjNTYJR,13.04370507,77.47850666,0
1483,wSVyaaEmOvHzgizw,12.89162975,77.47526192,1
1484,wSVyaaEmOvHzgiz,12.89080457,77.47586094,1
1485,WnrTcYwNsiTUoYI,12.86593034,77.72462681,0
1486,okFhfpjyEdAgIiK,13.01612875,77.48786168,0
1487,UFEyjINFIHLLALcm,12.89011056,77.63614647,1
1488,UFEyjINFIHLLALc,12.8904241,77.63537524,1
1489,zcVXJPrUSuYUCiH,13.00771978,77.49538398,0
1490,aIStmmlmthkHLJd,13.08540747,77.69657434,0
1491,HjWsdeHoUnUWNnG,13.09684576,77.62920128,0
1492,scrmsRxncsLIZFx,13.07341318,77.72577949,0
1493,AdMcEgDxlxAuAOb,12.88925745,77.69830473,0
1494,cQSpoLsUvNlLfcr,13.02559402,77.49764631,0
1495,IEWGGGcCUHuxtoZ,12.98118727,77.66859496,0
1496,UGPNOjNeNBmZaX,12.94672932,77.56529386,1
1497,UGPNOjPNeNBmZaX,12.94733731,77.56609022,1
1498,SpoJARtxXnuDUUb,12.89456101,77.50582337,0
1499,oWarxqQjvtfCViP,13.02844557,77.45103664,0
1500,MgTmVnMhXYYGKtv,12.89948476,77.45768357,0
1501,KLFJrLXZNGvMiGW,12.99710676,77.61919794,0
1502,LeTKLLASKfDcQLa,12.87388295,77.7166359,0
1503,eMKlHdETHohleaN,12.96984751,77.46022323,0
1504,mPDPLbMgKMiXCoF,13.00123199,77.46411998,0
1505,QsfDvLYpRPbQbF,13.05092281,77.50078754,1
1506,QstfDvLYpRPbQbF,13.05157889,77.50024707,1
1507,JzRVeVsTdySPHRi,13.04290425,77.62027415,0
1508,BGYjiMqRHvuUUqm,12.90095502,77.54465747,0
1509,pQvakRcmZaWiQOG,12.86318004,77.70819492,0
1510,pFZRtsEPPiGwdVe,12.86206066,77.61679378,0
1511,bkByeiGDpFebLcV,12.98841818,77.48264403,0
1512,VLbCetVpaWHQrH,12.86835474,77.71728113,1
1513,VLbCetVpaWHQrHy,12.86782297,77.71797551,1
1514,lgTyHhxQJHaNjou,13.05949527,77.68213818,0
1515,xlOUePFomPuXngX,12.98239614,77.65559336,0
1516,iOzSjNqvGjzmgfm,12.93874538,77.4515352,0
1517,IzMBcXQEryBKQFP,13.05270967,77.65278618,0
1518,dEwkBnlydmGxyJ,12.94110087,77.49436209,1
1519,dMEwkBnlydmGxyJ,12.94077915,77.49436674,1
1520,qGoGlQHbQqehwKB,12.91878439,77.62628691,0
1521,TnumPktgHaZjVq,13.05433767,77.473202,1
1522,TnpumPktgHaZjVq,13.05381709,77.47401497,1
1523,VvtpAnJNWfdqteH,13.00499604,77.65068686,0
1524,bYNwapIzryquHTV,13.05071387,77.59148606,0
1525,PdUSVQPPSQXZRyn,12.96316305,77.60394062,0
1526,lktgfttfCySMxNH,12.95029012,77.47229422,0
1527,NuZAxhBqhEUnOGF,12.91959743,77.50935549,0
1528,btAXFwUPOGnxKzQ,13.00755537,77.5414802,0
1529,zSkLCDpFUFnxKP,13.03522995,77.7379308,1
1530,vzSkLCDpFUFnxKP,13.03542294,77.73705669,1
1531,pkeKRqXRKmIfsLx,12.99577885,77.58939996,0
1532,zGvhEHTjdDcyyB,13.01060746,77.73765355,1
1533,zGvhEHTjdDcyYyB,13.01114021,77.73864154,1
1534,KWUSRUJkAPquOSV,13.0194381,77.63325611,0
1535,tDKVyRnJmcQfDMu,13.01978301,77.44690113,0
1536,jqVzfhXNBXoRCgH,13.09590157,77.65773638,0
1537,DZUhojBePAHVmBw,12.99847566,77.73455548,0
1538,NlTJhSUFhXpFPUc,12.97506714,77.6158499,0
1539,hiuYGTuxcINJqxI,12.99884381,77.6115031,0
1540,gchdcRLBoCsnGiA,12.93901604,77.5021767,0
1541,ClpyuMxxYWoyyS,12.93550392,77.71327952,1
1542,ClpyuMxxYWoyxyS,12.93637711,77.7131697,1
1543,StZVLtCUuHPleCo,12.88459933,77.72743307,0
1544,BeONVlVfvJLadkRs,12.93580794,77.52516617,1
1545,BeONVlVfvJLadkR,12.9364525,77.52515461,1
1546,mYiLwdVmxBLyiiW,13.05908013,77.52602889,0
1547,fiHsmFpLVDLEbsk,13.0070516,77.67357079,0
1548,pkluWBKBtymOwqq,12.87358404,77.53442916,0
1549,uYOrfyLSfiLlvEC,12.98301598,77.47117798,0
1550,WDlclfvhzoApNn,12.99398274,77.64602126,1
1551,SWDlclfvhzoApNn,12.99299504,77.64561133,1
1552,hrkzRNxhWnmxFTOv,12.87941615,77.60749334,1
1553,hrkzRNxhWnmxFTO,12.87973631,77.60688704,1
1554,FYmrgVMLcjooNwiD,13.03062938,77.66600441,1
1555,FYmrgVMLcjooNwi,13.03144013,77.66585304,1
1556,ZSOzBMeXQXiQflC,12.95887947,77.58636664,0
1557,bdEOfDIdcDxMLVi,12.92600007,77.56116594,0
1558,cawddqtQyOfhVlxP,13.01505283,77.5803673,1
1559,cawddqtQyOfhVlx,13.01432805,77.58096815,1
1560,HmeidRXtHIKEzo,13.08254835,77.62354084,1
1561,HMmeidRXtHIKEzo,13.08220818,77.62281075,1
1562,XEEUEvrXAxhWFhE,13.05563877,77.469302,0
1563,bYhGMNsnYgyfnqF,13.08521074,77.71896305,0
1564,entTbBqNUAuRHEe,12.9488857,77.47156702,0
1565,GGTFqJkMUBxvevv,13.04902629,77.69004011,0
1566,wCTehQiuwoFbRhi,13.07265504,77.5132968,0
1567,stVdksUHeFRuyvc,12.89578507,77.6739285,0
1568,WHrjxKyCqjnwJCrU,12.8830598,77.51585406,1
1569,WHrjxKyCqjnwJCr,12.88364346,77.51624577,1
1570,QGPMyHutAmrThfI,12.87990716,77.65116143,0
1571,iEECptUHKooSFVo,12.94491511,77.54022628,0
1572,aYKkRFKqDzsMsPz,12.97991557,77.64149706,0
1573,oFmTsadJmrUVOFE,12.96842327,77.58727074,0
1574,jkuFabMnQhDyqVH,13.0519601,77.54764886,0
1575,yZBgAfPtbqsZOg,13.08713646,77.63238601,1
1576,HyZBgAfPtbqsZOg,13.08624364,77.63155028,1
1577,fWmssbKbcArJXqe,13.09091427,77.56520809,0
1578,HizwZpHESYcAYSu,12.89996897,77.57167498,0
1579,ASrXOQZcuqzmsor,13.0596436,77.68297325,0
1580,JAUGjYbtJBuHLQZ,12.99302532,77.51207887,0
1581,JRGZEYcRMAnoxfk,12.91369727,77.62516883,0
1582,VBMmlIMmaSjTiQB,13.06384897,77.47957283,0
1583,GQjrzupeBZbVeEM,13.07017983,77.66068684,0
1584,SozhJPJOWcTJSCm,12.94262691,77.61625134,0
1585,sgNpLRifcyLIyzX,13.07986791,77.73208481,0
1586,dlNjPMefMrbEgpw,12.8777127,77.54467168,0
1587,zPNVoYstzhGDVDm,13.03743249,77.64592625,0
1588,KZNSrDApTzfosHn,13.07139569,77.53895238,0
1589,HMqlgnCwVuTLfaS,12.89419828,77.61364568,0
1590,rZWZlcYKlppxjWB,13.05340877,77.73217462,0
1591,RBpuwZVGnUlihiF,12.90590612,77.74138899,0
1592,BkiyLjsnYiGpjfr,12.88927218,77.65052488,0
1593,NfkcLbbJEHmWmIQ,12.98048836,77.54386975,0
1594,fGJDRyqvCmBgRat,12.96439124,77.50414399,0
1595,qLggnCaBdAbLJzW,12.9817308,77.50447973,0
1596,CPmIuVoWInYDiaz,13.07153532,77.6852858,0
1597,biJvbjrDIXBeXkz,12.94548462,77.63870659,0
1598,rVoZcNIDHSbOTMOL,12.91026538,77.53019043,1
1599,rVoZcNIDHSbOTMO,12.91113955,77.53087237,1
1600,bbcZbdWYubDoZRl,12.949884,77.54424561,0
1601,MaMdPayvoJuqLZjN,13.01597099,77.45567247,1
1602,MaMdPayvoJuqLZj,13.01586809,77.45473304,1
1603,pQqnVDeblClBDYZ,12.90833609,77.60479266,0
1604,XXCuXgtwOseqrwu,12.91578917,77.71362042,0
1605,xylUxaijryShWay,12.9155768,77.55026696,0
1606,yfyFhCqyaNoOjYse,12.97625899,77.49613609,1
1607,yfyFhCqyaNoOjYs,12.97588681,77.49640119,1
1608,RlLlSWgMbzlmSDV,13.08431174,77.61034393,0
1609,qaVVIvvoBEYQQPg,12.96048629,77.67928653,0
1610,TNltGCTJOuGkSbu,12.93457889,77.66355041,0
1611,EgKDCCcjbkkadhj,13.07067252,77.67725365,0
1612,ZePvycwglqSARDf,12.95435896,77.70219081,0
1613,oSXidBUojCecqpz,13.02009877,77.66325557,0
1614,xQYMTLmgvjxDJp,12.8942871,77.45202468,1
1615,xQYMTLmsgvjxDJp,12.89376157,77.45179788,1
1616,HgDthKNiluWVZFe,13.0261502,77.64880879,0
1617,jdQsSpXvUbzpagR,12.99387198,77.73134102,0
1618,mgLkHimFeAetxIK,12.90721217,77.70513607,0
1619,CJkMegAhQHKamD,12.98119784,77.6091507,1
1620,CJkMegBAhQHKamD,12.98084524,77.61011349,1
1621,WZmyXibqKwqhOX,13.0612114,77.73770822,1
1622,WZmyXibqKLwqhOX,13.06200721,77.73783184,1
1623,IusBkgienkyoOXg,12.99208072,77.6624436,0
1624,slkRrttFdcvitpV,13.04614287,77.48095502,0
1625,KrMIUNqlPFNOMMu,12.99217011,77.65651259,0
1626,pzGmYcBAFHLIJgcP,12.92748402,77.45757573,1
